Cheat,NTX,NTY,NTZ,LCX,LCY,LCZ,RCX,RCY,RCZ,MEX,MEY,MEZ,Faces,Dir,NotVis,Vis ,VisCount,FirstObj,SecondObj,Tob
0,282.893,332.809,-11.4536,338.962,338.137,-30.5466,252.205,336.064,-10.9788,291.843,281.292,8.38869,1,4,00:00.0,00:00.0,0,1,0,0
0,267.785,323.685,-8.82137,325.139,330.036,-29.3298,238.197,328.94,-12.0487,277.243,274.258,8.01309,1,4,00:00.0,00:00.0,0,1,0,0
0,233.251,386.184,-12.5626,275.037,379.786,-22.3425,200.766,381.599,-2.10276,234.661,328.197,1.58393,1,4,00:00.0,00:00.0,0,1,0,0
0,284.454,333.356,-12.4038,334.707,336.361,-34.0495,249.146,339.692,-7.0988,286.232,283.341,4.28707,1,4,00:00.0,00:00.0,0,1,0,0
0,244.914,381.28,-19.1183,304.929,370.238,-29.5078,219.427,378.623,-12.1934,247.566,322.144,13.3106,1,4,00:00.0,00:00.0,0,1,0,0
0,274.735,363.01,-16.5806,337.181,354.361,-29.6814,241.738,358.442,-9.57725,278.222,309.485,8.50859,1,4,00:00.0,00:00.0,0,1,0,0
0,298.055,338.292,-9.91033,350.771,318.649,-22.6839,268.646,346.5,-8.45759,293.265,291.691,6.66616,1,4,00:00.0,00:00.0,0,1,0,0
0,278.788,346.007,-13.0721,331.565,348.668,-30.2517,244.5,346.486,-7.40972,285.109,295.132,5.32804,1,4,00:00.0,00:00.0,0,1,0,0
0,247.459,364.399,-14.327,300.617,354.082,-20.977,233.987,362.601,-14.3854,247.687,308.104,14.6835,1,4,00:00.0,00:00.0,0,1,0,0
0,299.416,337.572,-13.1658,353.177,339.638,-32.6777,267.631,339.804,-9.40488,305.123,289.212,6.72926,1,4,00:00.0,00:00.0,0,1,0,0
0,275.262,346.428,-11.798,328.403,343.632,-23.2768,254.197,347.589,-12.0561,280.709,292.166,10.4929,1,4,00:00.0,00:00.0,0,1,0,0
0,262.033,342.223,-11.5053,317.209,337.686,-27.0862,245.183,348.59,-15.6653,265.857,293.044,14.1933,1,4,00:00.0,00:00.0,0,1,0,0
0,266.599,346.102,-10.6435,320.518,340.621,-27.2144,243.508,353.677,-13.7355,268.428,294.415,11.8096,1,4,00:00.0,00:00.0,0,1,0,0
0,282.97,336.803,-10.9777,335.723,338.588,-29.7481,254.32,342.309,-10.3857,287.835,287.252,7.85029,1,4,00:00.0,00:00.0,0,1,0,0
0,297.209,333.42,-13.368,349.598,330.438,-30.3086,267.131,336.121,-9.74761,300.828,284.834,7.78582,1,4,00:00.0,00:00.0,0,1,0,0
0,288.888,335.525,-12.6237,342.239,336.599,-31.3601,255.563,337.371,-9.6727,294.767,283.076,7.60389,1,4,00:00.0,00:00.0,0,1,0,0
0,296.429,340.479,-12.4299,346.24,344.743,-31.0687,257.26,341.687,-5.3869,301.926,287.985,3.57466,1,4,00:00.0,00:00.0,0,1,0,0
0,247.524,355.878,-13.5834,306.719,350.565,-29.0803,216.851,359.594,-10.9771,249.474,301.644,9.5095,1,4,00:00.0,00:00.0,0,1,0,0
0,236.278,354.123,-10.3246,293.207,347.588,-25.644,211.734,361.252,-12.4097,236.642,300.767,10.8836,1,4,00:00.0,00:00.0,0,1,0,0
0,256.781,351.404,-11.5377,313.693,349.408,-28.5005,230.273,357.503,-11.7554,259.924,298.944,9.95261,1,4,00:00.0,00:00.0,0,1,0,0
0,260.445,351.514,-10.0059,313.24,350.963,-28.731,227.73,361.214,-8.80459,260.591,298.493,6.48263,1,4,00:00.0,00:00.0,0,1,0,0
0,277.914,337.127,-8.60973,329.464,344.439,-28.7488,244.424,343.568,-8.1593,283.694,288.579,5.44155,1,4,00:00.0,00:00.0,0,1,0,0
0,280.492,320.252,-6.37638,332.325,328.231,-29.4289,246.807,330.299,-9.11241,285.379,273.663,5.32423,1,4,00:00.0,00:00.0,0,1,0,0
0,281.867,289.242,-3.91315,342.621,289.107,-30.0841,251.72,307.25,-12.3383,281.276,245.705,7.03343,1,4,00:00.0,00:00.0,0,1,0,0
0,265.284,374.563,-10.3964,325.035,372.011,-29.5696,231.552,384.683,-8.96139,264.426,323.3,7.17423,1,4,00:00.0,00:00.0,0,1,0,0
0,278.582,349.473,-6.96951,335.163,349.259,-27.0037,247.203,360.897,-9.57177,279.206,302.587,6.76799,1,4,00:00.0,00:00.0,0,1,0,0
0,281.804,349.292,-5.97221,337.01,347.266,-29.9842,248.124,367.419,-8.40477,277.287,303.752,4.59524,1,4,00:00.0,00:00.0,0,1,0,0
0,289.749,287.979,-5.58338,340.721,284.736,-22.7621,248.702,295.583,-4.2036,289.298,243.679,1.14311,1,4,00:00.0,00:00.0,0,1,0,0
0,264.022,315.236,-5.93122,328.318,312.209,-30.6346,240.823,332.361,-17.0716,265.707,271.661,12.5938,1,4,00:00.0,00:00.0,0,1,0,0
0,245.457,359.698,-8.03727,316.228,358.379,-24.7805,233.157,365.401,-21.7872,254.716,302.926,19.2976,1,4,00:00.0,00:00.0,0,1,0,0
0,254.123,300.287,2.239,330.27,303.785,-26.9647,232.713,329.262,-20.3527,261.622,254.894,12.2987,1,4,00:00.0,00:00.0,0,1,0,0
0,269.217,329.507,-9.83968,328.284,314.824,-21.7324,232.092,336.108,-6.87837,268.363,275.467,5.95659,1,4,00:00.0,00:00.0,0,1,0,0
0,277.976,294.299,-6.97901,319.205,292.541,-22.9139,249.348,297.922,-6.14285,279.119,258.784,3.47693,1,4,00:00.0,00:00.0,0,1,0,0
0,277.877,338.833,-11.1983,341.045,330.764,-27.4833,249.807,344.272,-11.9536,279.416,283.406,10.6616,1,4,00:00.0,00:00.0,0,1,0,0
0,286.758,329.607,-10.345,349.175,325.591,-28.3676,254.41,336.179,-10.7954,288.79,273.875,8.63875,1,4,00:00.0,00:00.0,0,1,0,0
0,292.437,346.642,-10.8891,359.726,352.392,-22.1366,283.112,344.984,-19.4344,312.714,290.429,19.1757,1,4,00:00.0,00:00.0,0,1,0,0
0,268.498,320.151,-10.7785,324.015,304.802,-24.3269,245.332,328.799,-11.4452,262.291,266.337,10.4112,1,4,00:00.0,00:00.0,0,1,0,0
0,289.343,291.39,-10.307,343.464,289.752,-28.3137,247.797,300.245,-4.74803,285.999,236.233,2.97817,1,4,00:00.0,00:00.0,0,1,0,0
0,288.324,289.304,-8.93444,347.34,286.85,-27.9107,252.454,300.432,-8.0224,286.356,235.263,5.79732,1,4,00:00.0,00:00.0,0,1,0,0
0,266.742,326.121,-11.5755,334.187,325.348,-28.9427,240.762,330.031,-14.5739,274.45,265.922,12.9065,1,4,00:00.0,00:00.0,0,1,0,0
0,297.167,288.534,-5.73901,357.968,291.83,-24.4582,262.901,293.1,-10.7441,301.871,239.444,7.34418,1,4,00:00.0,00:00.0,0,1,0,0
0,292.107,305.099,-10.5188,353.945,307.28,-31.278,259.489,308.08,-11.9649,298.363,252.164,8.4236,1,4,00:00.0,00:00.0,0,1,0,0
0,273.045,366.7,-21.2551,333.926,363.971,-29.0859,233.15,353.474,-4.96885,282.162,302.158,7.44412,1,4,00:00.0,00:00.0,0,1,0,0
0,270.085,356.453,-19.279,333,354.304,-29.21,231.857,345.9,-5.68593,279.376,293.688,7.23345,1,4,00:00.0,00:00.0,0,1,0,0
0,295.48,341.363,-12.5706,355.811,341.32,-32.9845,257.281,343.135,-9.30449,302.26,288.074,7.41833,1,4,00:00.0,00:00.0,0,1,0,0
0,263.792,289.278,1.78269,323.532,285.922,-25.4655,237.674,315.179,-13.2726,259.985,248.398,6.68218,1,4,00:00.0,00:00.0,0,1,0,0
0,174.72,347.215,-2.02734,232.289,342.682,-13.5054,185.091,354.293,-24.216,182.278,294.948,21.1739,1,4,00:00.0,00:00.0,0,1,0,0
0,129.639,339.381,3.23426,175.24,323.978,-17.9282,137.742,345.844,-29.3698,140.879,311.147,22.3283,1,4,00:00.0,00:00.0,0,1,0,0
0,173.684,334.594,-2.80439,193.357,346.77,-18.7441,151.735,328.541,-1.91895,185.534,307.572,-1.50071,1,4,00:00.0,00:00.0,0,1,0,0
0,73.3513,362.584,3.77783,117.895,345.287,-16.3851,81.9535,368.243,-27.0075,84.5613,329.975,20.9447,1,4,00:00.0,00:00.0,0,1,0,0
0,118.034,363.054,-13.5485,153.017,370.557,-26.7529,91.6381,351.178,-3.03695,129.226,325.874,1.39454,1,4,00:00.0,00:00.0,0,1,0,0
0,45.7976,348.925,7.26307,98.8838,326.784,-18.2702,49.9236,365.08,-24.0632,53.5653,314.285,15.9781,1,4,00:00.0,00:00.0,0,1,0,0
0,24.9405,343.452,2.52073,75.1744,358.003,-16.4631,27.1217,358.193,-27.2757,40.5943,310.693,21.7259,1,4,00:00.0,00:00.0,0,1,0,0
0,113.197,310.691,7.1065,172.848,297.84,-17.1135,112.421,326.357,-21.4695,131.8,268.667,13.6318,1,4,00:00.0,00:00.0,0,1,0,0
0,159.516,309.024,0.602957,193.07,338.412,-21.0019,137.818,306.825,-12.3392,184.376,278.112,6.16099,1,4,00:00.0,00:00.0,0,1,0,0
0,152.067,339.259,-12.9289,162.73,308.266,-21.1608,128.652,385.343,5.91483,114.237,325.793,-5.61424,1,4,00:00.0,00:00.0,0,1,0,0
0,170.259,322.384,-12.5021,182.069,300.67,-19.2416,141.205,367.712,9.01412,134.254,302.375,-8.18125,1,4,00:00.0,00:00.0,0,1,0,0
0,152.635,354.096,-14.2939,162.833,319.249,-20.2038,130.232,392.738,2.75764,115.308,339.229,-1.89096,1,4,00:00.0,00:00.0,0,1,0,0
0,294.944,298.564,-9.18416,351.91,302.938,-27.535,266.367,302.388,-10.2718,299.576,250.641,7.56038,1,4,00:00.0,00:00.0,0,1,0,0
0,290.969,369.369,-5.51619,343.222,372.259,-29.1269,266.209,379.804,-13.2099,295.627,329.009,8.1748,1,4,00:00.0,00:00.0,0,1,0,0
0,289.64,386.508,-7.01842,353.582,385.41,-27.795,262.234,397.535,-12.6354,290.314,336.697,9.10736,1,4,00:00.0,00:00.0,0,1,0,0
1,296.262,298.399,6.4465,340.85,299.238,-18.4316,285.236,308.411,-17.4483,310.765,274.952,9.1702,1,4,50:49.0,00:00.0,1,1,0,0
1,284.87,283.188,2.04788,349.217,286.368,-16.4323,281.296,287.912,-23.8565,311.929,248.892,17.8471,1,4,59:03.0,59:50.0,18,1,0,0
1,290.548,295.535,6.50965,347.139,301.365,-14.1486,287.724,307.26,-20.488,313.628,263.923,13.6325,1,4,03:02.0,04:14.0,20,1,0,0
1,291.845,286.256,3.56936,350.448,287.388,-16.1195,282.915,296.161,-19.104,313.601,251.096,13.4232,1,4,03:02.0,04:14.0,20,1,0,0
1,264.337,284.743,3.55502,330.029,285.42,-14.491,265.245,292.399,-23.9506,291.79,246.928,18.1387,1,4,03:02.0,04:14.0,20,1,0,0
1,63.9736,137.721,-15.7409,92.0944,130.773,-22.5771,36.2031,137.173,-0.530735,56.4563,109.458,1.57577,2,4,07:58.0,08:35.0,22,1,0,0
1,63.9736,137.721,-15.7409,92.0944,130.773,-22.5771,36.2031,137.173,-0.530735,56.4563,109.458,1.57577,2,4,07:58.0,08:35.0,22,1,0,0
1,76.6571,139.977,-11.8206,103.911,132.804,-26.933,48.7118,144.787,-0.801564,71.1079,112.674,-0.836709,2,4,07:58.0,08:35.0,22,1,0,0
1,76.6571,139.977,-11.8206,103.911,132.804,-26.933,48.7118,144.787,-0.801564,71.1079,112.674,-0.836709,2,4,07:58.0,08:35.0,22,1,0,0
1,85.7066,139.628,-9.65024,113.53,134.276,-27.4496,59.4793,144.771,-3.14207,80.5487,110.659,0.511328,2,4,07:58.0,08:35.0,22,1,0,0
1,85.7066,139.628,-9.65024,113.53,134.276,-27.4496,59.4793,144.771,-3.14207,80.5487,110.659,0.511328,2,4,07:58.0,08:35.0,22,1,0,0
1,82.0241,134.825,-9.7291,102.997,131.051,-20.3735,60.6809,137.235,-0.896323,78.5449,107.62,0.249521,2,4,07:58.0,08:35.0,22,1,0,0
1,82.0241,134.825,-9.7291,102.997,131.051,-20.3735,60.6809,137.235,-0.896323,78.5449,107.62,0.249521,2,4,07:58.0,08:35.0,22,1,0,0
1,299.488,229.141,9.91094,348.714,238.441,-22.7986,285.418,256.406,-15.4151,306.426,199.79,5.44858,1,4,00:00.0,00:00.0,0,1,0,0
1,296.382,313.784,-13.9432,333.633,306.497,-23.4512,266.785,308.086,-2.37569,300.481,260.358,2.66807,1,4,00:00.0,00:00.0,0,1,0,0
1,281.816,330.826,-14.3156,325.392,317.999,-27.2292,256.683,332.381,-8.39134,278.578,278.269,7.40875,1,4,00:00.0,00:00.0,0,1,0,0
1,249.349,240.254,3.71241,304.302,247.509,-28.1614,237.163,264.136,-24.8979,258.371,207.039,15.6444,1,4,00:00.0,00:00.0,0,1,0,0
1,299.237,435.416,-18.921,345.742,383.182,-22.4541,255.631,454.891,-3.63893,273.674,382.695,6.22917,1,4,00:00.0,00:00.0,0,1,0,0
1,193.616,327.284,-4.18772,255.275,307.796,-19.4676,188.523,341.107,-16.9207,185.241,279.724,13.6652,1,4,00:00.0,00:00.0,0,1,0,0
1,276.241,294.377,-0.654969,326.047,279.613,-28.3358,254.368,324.963,-8.99984,259.934,256.837,2.02455,1,4,00:00.0,00:00.0,0,1,0,0
1,293.284,362.864,-15.1183,332.676,335.208,-26.6769,257.606,377.64,-3.79484,269.482,315.037,3.07493,1,4,00:00.0,00:00.0,0,1,0,0
1,286.743,366.356,-12.7959,332.932,342.577,-25.4047,256.599,376.951,-7.2528,270.672,319.636,6.49763,1,4,00:00.0,00:00.0,0,1,0,0
1,291.007,431.343,-19.0391,338.022,397.104,-23.834,260.149,437.243,-7.02608,269.174,380.937,9.68339,1,4,00:00.0,00:00.0,0,1,0,0
1,295.927,416.73,-19.3441,343.616,387.6,-27.836,258.031,423.258,-5.29959,277.6,365.958,6.6719,1,4,00:00.0,00:00.0,0,1,0,0
1,270.321,327.257,0.616451,316.187,319.59,-23.5716,246.538,355.934,-7.80246,253.301,299.057,2.11917,1,4,00:00.0,00:00.0,0,1,0,0
1,287.305,408.239,-17.479,338.284,382.112,-24.9792,256.356,411.91,-7.62429,272.531,355.575,9.11867,1,4,00:00.0,00:00.0,0,1,0,0
1,289.215,413.555,-17.7887,341.688,385.252,-26.4718,256.021,417.471,-7.97652,274.627,362.63,9.12243,1,4,00:00.0,00:00.0,0,1,0,0
1,288.52,346.686,-10.3112,336.95,328.386,-28.0454,252.371,361.368,-6.31871,272.682,296.86,3.97674,1,4,00:00.0,00:00.0,0,1,0,0
1,259.827,362.718,-5.82575,311.833,374.37,-19.1899,252.84,368.83,-19.9809,278.705,314.674,17.2341,1,4,55:35.0,00:00.0,1,1,0,0
1,283.858,320.709,-0.442446,345.277,337.265,-21.6489,269.913,332.542,-19.5381,297.865,283.562,12.7733,1,4,00:00.0,00:00.0,0,1,0,0
1,220.75,325.142,-3.63213,271.957,344.346,-17.4811,218.256,332.088,-21.6743,244.6,283.851,18.1785,1,4,00:00.0,00:00.0,0,1,0,0
1,229.95,334.282,-4.87696,271.786,351.968,-20.1317,216.058,335.668,-16.6741,253.353,293.092,12.9449,1,4,00:00.0,00:00.0,0,1,0,0
1,229.699,322.361,-7.4726,273.67,341.172,-18.144,227.214,324.978,-21.3112,253.978,286.313,18.5707,1,4,00:00.0,00:00.0,0,1,0,0
1,263.691,367.75,-21.0107,306.464,378.515,-27.3068,245.59,349.517,-6.33104,291.543,319.01,8.40089,1,4,00:00.0,00:00.0,0,1,0,0
1,294.024,365.591,-11.3591,345.201,384.001,-27.5069,271.925,360.294,-13.3739,311.561,322.067,10.2513,1,4,00:00.0,00:00.0,0,1,0,0
1,292.348,317.119,1.24083,352.802,333.049,-21.3111,285.491,335.524,-24.9138,312.546,279.8,18.3025,1,4,00:00.0,00:00.0,0,1,0,0
1,273.077,333.089,-2.87803,328.537,346.401,-25.6793,262.73,348.241,-24.6523,291.95,291.454,19.0458,1,4,00:00.0,00:00.0,0,1,0,0
1,230.875,386.213,-12.1932,302.754,394.184,-22.5779,213.415,382.912,-14.4696,243.944,327.973,14.3987,1,4,00:00.0,00:00.0,0,1,0,0
1,86.678,206.525,-9.42302,107.379,205.693,-26.2829,65.1659,208.808,-0.311739,83.7524,185.773,-2.63073,1,4,27:46.0,28:10.0,20,1,1,0
1,92.1304,179.986,-2.1924,115.128,185.645,-22.8723,70.022,178.909,-3.43128,96.3073,159.784,-1.4129,2,4,27:46.0,28:10.0,20,1,1,0
1,92.1304,179.986,-2.1924,115.128,185.645,-22.8723,70.022,178.909,-3.43128,96.3073,159.784,-1.4129,2,4,27:46.0,28:10.0,20,1,1,0
1,98.2516,183.267,-6.63161,120.544,187.407,-28.2922,74.4617,182.94,-1.55125,98.7523,161.544,-2.77448,2,4,27:46.0,28:10.0,20,1,1,0
1,98.2516,183.267,-6.63161,120.544,187.407,-28.2922,74.4617,182.94,-1.55125,98.7523,161.544,-2.77448,2,4,27:46.0,28:10.0,20,1,1,0
1,98.1398,180.629,-6.65727,121.467,186.197,-31.0889,74.7282,180.95,-2.51101,101.272,158.664,-2.53585,2,4,27:46.0,28:10.0,20,1,1,0
1,98.1398,180.629,-6.65727,121.467,186.197,-31.0889,74.7282,180.95,-2.51101,101.272,158.664,-2.53585,2,4,27:46.0,28:10.0,20,1,1,0
1,104.856,174.851,-10.5865,123.964,176.447,-24.1328,83.0016,171.884,1.05803,106.038,151.536,-2.60383,2,4,27:46.0,28:10.0,20,1,0,0
1,104.856,174.851,-10.5865,123.964,176.447,-24.1328,83.0016,171.884,1.05803,106.038,151.536,-2.60383,2,4,27:46.0,28:10.0,20,1,0,0
1,108.248,221.164,-5.26216,128.674,220.82,-28.3886,94.8671,225.451,-8.67601,106.615,203.193,3.84654,1,4,31:05.0,30:41.0,23,1,0,0
1,263.668,297.817,-8.57973,323.437,293.247,-25.5443,236.461,307.207,-10.2148,263.604,244.928,7.3274,1,4,11:44.0,11:45.0,10,1,0,0
1,283.406,292.953,-7.42143,327.527,296.129,-17.0108,287.306,297.279,-23.3244,294.887,255.39,21.7235,1,4,11:44.0,11:45.0,10,1,0,0
1,283.82,285.12,-7.65104,325.864,290.028,-16.862,289.132,290.914,-27.7378,297.91,247.695,25.1585,1,4,11:44.0,11:45.0,10,1,0,0
1,293.288,345.017,-14.6297,358.377,326.824,-28.6502,259.79,352.093,-9.72428,284.006,282.842,9.50281,1,4,00:00.0,00:00.0,0,1,0,0
1,288.31,316.165,-9.77428,344.933,308.567,-29.4031,250.861,329.2,-6.83626,280.984,262.512,4.59066,1,4,00:00.0,00:00.0,0,1,0,0
1,292.968,315.456,-10.9236,348.192,304.95,-29.06,256.554,330.199,-6.29787,284.298,262.99,4.85982,1,4,00:00.0,00:00.0,0,1,0,0
1,299.93,311.114,-10.6412,353.294,301.382,-28.3933,262.498,325.628,-5.25811,291.111,259.411,3.70729,1,4,00:00.0,00:00.0,0,1,0,0
1,107.706,142.386,-12.1602,223.371,48.3788,-26.2779,24.084,193.964,-7.5367,63.0889,59.7075,5.50456,1,4,00:00.0,00:00.0,0,1,0,0
1,155.289,74.5491,-9.43692,192.381,74.3112,-22.1883,106.683,75.1278,2.83231,147.42,32.7933,-3.83994,1,4,00:00.0,00:00.0,0,1,0,0
1,183.28,106.729,-14.0701,220.658,102.791,-26.5525,139.002,107.433,2.15736,180.833,61.7946,-2.2214,1,4,00:00.0,00:00.0,0,1,0,0
1,182.42,99.9998,-13.765,219.798,99.1094,-29.7467,136.529,101.63,3.01667,178.253,54.7811,-3.97371,1,4,00:00.0,00:00.0,0,1,0,0
1,179.347,91.8135,-11.8894,215.363,95.0026,-29.9328,133.949,94.9273,2.78317,177.385,46.8388,-4.72586,1,4,00:00.0,00:00.0,0,1,0,0
1,165.622,95.3691,-13.3921,205.815,96.3476,-30.5288,121.634,97.9821,0.745531,163.956,48.9082,-1.88242,1,4,00:00.0,00:00.0,0,1,0,0
1,158.218,93.235,-12.0184,198.991,95.3963,-30.0272,117.06,97.904,-0.294779,156.501,47.8057,-1.1863,1,4,00:00.0,00:00.0,0,1,0,0
1,150.896,100.579,-13.925,193.504,101.234,-30.4251,111.008,103.24,-1.60342,150.443,53.2202,0.800409,1,4,00:00.0,00:00.0,0,1,0,0
1,163.496,102.797,-13.7187,203.19,105.086,-30.6242,120.6,105.993,0.659614,161.917,56.737,-1.23006,1,4,00:00.0,00:00.0,0,1,0,0
1,170.672,102.289,-13.7065,209.327,103.872,-30.2435,126.417,105.075,1.75903,168.229,55.8545,-2.34191,1,4,00:00.0,00:00.0,0,1,0,0
1,168.198,100.756,-13.4274,207.507,103.221,-30.5478,124.918,104.146,1.06531,166.725,54.7218,-2.07476,1,4,00:00.0,00:00.0,0,1,0,0
1,161.078,105.579,-13.9083,201.908,105.9,-30.2345,118.813,108.683,0.332527,159.012,58.0835,-1.00885,1,4,00:00.0,00:00.0,0,1,0,0
1,156.631,107.642,-14.7612,198.005,106.606,-30.1965,115.663,110.721,-0.0563827,154.282,60.3071,-0.0378965,1,4,00:00.0,00:00.0,0,1,0,0
1,152.508,108.775,-14.2425,195.301,107.973,-30.3432,112.124,112.129,-1.02389,150.671,61.0316,0.565368,1,4,00:00.0,00:00.0,0,1,0,0
1,145.15,109.686,-15.5957,188.554,107.389,-30.3403,105.149,111.849,-1.11206,143.251,62.0389,1.22994,1,4,00:00.0,00:00.0,0,1,0,0
1,148.216,124.392,-24.3239,179.441,108.882,-21.8339,102.968,108.452,8.11521,148.279,63.6934,-3.02149,1,4,00:00.0,00:00.0,0,1,0,0
1,152.663,20.0867,-12.5471,181.582,16.4522,-24.625,120.176,20.3084,2.27001,148.497,-5.79608,-2.78059,1,4,00:00.0,00:00.0,0,1,0,0
1,298.568,138.264,-20.0343,320.013,135.77,-21.9893,275.025,130.866,5.16158,294.983,115.426,-1.84188,1,4,00:00.0,00:00.0,0,1,0,0
1,294.603,139.742,-19.0982,322.136,139.734,-23.2736,268.897,131.201,2.34387,294.093,114.852,-0.0283268,1,4,00:00.0,00:00.0,0,1,0,0
1,115.848,32.0393,-12.0656,183.044,24.508,-24.1907,58.6513,33.7506,-1.77729,118.926,-17.9224,0.613365,1,4,00:00.0,00:00.0,0,1,0,0
1,125.45,54.3818,-13.2799,179.677,51.1276,-22.8243,73.6949,48.7511,-0.955402,122.646,-1.44121,1.32911,1,4,00:00.0,00:00.0,0,1,0,0
1,274.454,309.44,4.57565,334.009,325.594,-23.9204,262.283,331.34,-21.4411,288.672,271.253,12.6823,1,4,41:43.0,41:48.0,4,1,0,0
1,261.767,311.804,5.87507,304.251,314.527,-15.7144,251.294,324.765,-14.9297,274.34,284.303,8.17625,1,4,41:43.0,41:48.0,4,1,0,0
1,221.012,327.055,2.84026,277.078,324.442,-15.7256,221.686,334.276,-23.447,243.39,292.725,17.8269,1,4,41:43.0,41:48.0,4,1,0,0
1,243.137,324.281,1.12251,296.731,319.363,-17.3834,236.681,334.24,-19.922,257.826,291.519,14.8385,1,4,41:43.0,41:48.0,4,1,0,0
1,234.959,314.292,5.62699,285.67,316.289,-15.3395,232.581,324.683,-21.4803,256.439,284.05,14.865,1,4,41:43.0,41:48.0,4,1,0,0
1,253.953,340.285,-1.49338,306.848,333.456,-17.8382,243.73,347.105,-18.1594,269.6,304.394,13.837,1,4,41:43.0,41:48.0,4,1,0,0
1,280.418,370.515,-8.15209,332.878,355.538,-20.7998,242.761,380.919,-5.15841,273.189,320.933,3.59701,1,4,44:04.0,44:04.0,14,1,0,0
1,274.021,344.644,5.81446,310.285,346.534,-19.8342,277.406,354.071,-30.421,287.957,322.926,22.4996,1,4,45:25.0,45:53.0,24,1,0,0
1,262.41,336.359,-5.85189,290.236,351.856,-13.7585,266.251,341.824,-25.646,280.533,317.414,24.0805,1,4,45:25.0,45:53.0,24,1,0,0
1,262.719,336.965,-11.5325,284.493,348.765,-14.3329,262.674,333.244,-14.0484,283.786,315.762,14.6368,1,4,45:25.0,45:53.0,24,1,0,0
1,263.279,338.032,-12.2467,285.389,351.351,-16.4622,262.351,334.219,-15.9727,281.001,320.208,15.5181,1,4,45:25.0,45:53.0,24,1,0,0
1,259.969,362.666,3.14353,295.592,356.24,-17.1315,262.122,368.523,-23.8286,273.736,337.772,17.8172,1,4,45:25.0,45:53.0,24,1,0,0
1,263.884,363.854,2.93367,298.632,357.602,-16.7744,265.913,369.31,-23.6078,278.044,339.678,17.5805,1,4,45:25.0,45:53.0,24,1,0,0
1,265.222,357.89,4.61637,299.889,352.471,-17.4199,264.438,365.429,-21.0458,278.139,334.438,14.3267,1,4,45:25.0,45:53.0,24,1,0,0
1,256.865,362.898,3.7528,294.515,356.363,-16.8541,259.87,368.443,-25.9036,270.528,339.377,19.5844,1,4,45:25.0,45:53.0,24,1,0,0
1,233.16,332.879,-0.327349,277.805,330.428,-15.8636,231.248,337.556,-21.2232,249.2,304.963,17.1228,1,4,45:25.0,45:53.0,24,1,0,0
1,253.184,325.541,-4.2458,306.497,327.124,-29.7398,219.529,342.53,-8.98164,252.351,285.052,3.64888,1,4,50:15.0,50:15.0,40,1,0,0
1,292.922,311.982,0.0855662,337.575,320.165,-28.742,256.698,330.554,-5.98435,289.352,275.86,-0.404212,1,4,50:33.0,50:15.0,41,1,0,0
1,251.989,383.218,-8.71975,313.186,372.328,-17.1579,230.824,383.151,-11.6541,262.03,328.058,11.1243,1,4,50:33.0,52:28.0,42,1,0,0
1,297.375,323.95,-8.9938,329.077,323.024,-29.9773,250.305,333.25,4.51368,287.403,281.305,-7.95352,1,4,00:00.0,00:00.0,0,1,0,0
1,270.293,318.004,-4.01384,317.87,322.914,-33.4639,235.072,333.488,-7.16037,269.386,273.214,0.655234,1,4,58:38.0,58:38.0,2,1,0,0
1,288.323,421.636,-14.7301,346.554,397.953,-22.9058,258.009,419.037,-9.82177,279.491,352.399,10.6285,1,4,58:38.0,58:38.0,2,1,0,0
1,289.638,347.313,-9.2814,317.801,340.671,-27.8687,272.295,356.704,-7.07031,285.262,317.716,4.27165,1,4,58:38.0,58:38.0,2,1,0,0
1,261.967,356.992,-6.20133,299.559,351.477,-24.2228,229.664,365.029,-3.53291,257.215,324.545,0.08452,1,4,58:38.0,58:38.0,2,1,0,0
1,250.846,365.203,-12.1006,303.639,355.602,-28.6607,233.729,368.263,-15.7004,250.363,318.352,13.4111,1,4,58:38.0,58:38.0,2,1,0,0
1,201.724,380.228,-5.14954,252.281,376.213,-14.5631,209.309,384.826,-24.3467,207.573,338.487,22.5487,1,4,58:38.0,58:38.0,2,1,0,0
1,243.579,382.38,-14.7754,276.171,378.723,-28.5729,200.751,378.456,4.22094,242.634,332.371,-4.55277,1,4,58:38.0,58:38.0,2,1,0,0
1,242.339,351.971,-13.6664,284.562,350.421,-19.254,222.322,346.374,-8.31791,243.763,319.074,9.26072,1,4,58:38.0,58:38.0,2,1,0,0
1,273.967,362.329,-11.016,297.55,359.016,-19.3383,246.729,360.036,1.95733,269.666,331.352,-2.57485,1,4,58:38.0,58:38.0,2,1,0,0
1,271.764,338.681,-10.224,298.995,327.64,-19.2049,247.997,343.34,-2.69109,264.91,313.686,1.2331,1,4,58:38.0,58:38.0,2,1,0,0
1,231.04,324.027,-3.80495,271.51,323.606,-23.275,199.779,331.201,-4.78457,231.146,289.491,-0.154566,1,4,58:38.0,58:38.0,2,1,0,0
1,227.786,346.262,-11.1083,268.24,344.069,-31.5388,189.843,351.132,-2.85665,223.234,304.954,0.45682,1,4,58:38.0,58:38.0,2,1,1,0
1,231.804,346.893,-9.7515,274.181,346.426,-31.8572,191.436,354.05,-2.73812,228.418,303.784,-0.719669,1,4,58:38.0,58:38.0,2,1,1,0
1,220.563,344.24,-9.45101,264.081,342.263,-30.1928,181.031,352.517,-2.91883,216.197,300.131,-0.563968,1,4,58:38.0,58:38.0,2,1,1,0
